action_id,entity_id,action_type,effort_hours,expected_lift_pct,status
ACT0001,PRO030,escalate,15,2.8,Proposed
ACT0002,PRO001,validate,21,8.9,Proposed
ACT0003,PRO036,validate,11,21.9,In Review
ACT0004,PRO013,validate,29,3.2,Ready
ACT0005,PRO027,document,33,2.4,Proposed
ACT0006,PRO025,prioritize,31,14.8,Complete
ACT0007,PRO017,escalate,5,11.7,In Review
ACT0008,PRO016,monitor,30,8.0,Ready
ACT0009,PRO018,automate,18,10.1,Ready
ACT0010,PRO010,validate,39,3.5,In Review
ACT0011,PRO030,automate,43,11.6,Proposed
ACT0012,PRO017,automate,2,18.2,Proposed
ACT0013,PRO031,validate,3,17.6,Ready
ACT0014,PRO007,validate,21,20.5,Complete
ACT0015,PRO019,prioritize,39,14.4,Complete
ACT0016,PRO003,automate,9,13.8,Proposed
ACT0017,PRO030,prioritize,36,17.9,Complete
ACT0018,PRO014,document,36,3.0,Proposed
ACT0019,PRO010,document,12,10.3,Ready
ACT0020,PRO032,automate,25,19.2,Complete
ACT0021,PRO016,validate,15,23.4,Proposed
ACT0022,PRO009,validate,17,10.1,Proposed
ACT0023,PRO012,escalate,40,9.4,Ready
ACT0024,PRO014,document,30,10.8,Complete
ACT0025,PRO024,monitor,30,9.3,Proposed
ACT0026,PRO032,escalate,11,14.6,Complete
ACT0027,PRO026,document,17,23.2,Proposed
ACT0028,PRO002,automate,18,9.7,In Review
ACT0029,PRO023,document,27,14.4,In Review
ACT0030,PRO003,escalate,7,23.6,In Review
ACT0031,PRO031,monitor,33,7.0,Proposed
ACT0032,PRO014,monitor,39,3.3,Ready
ACT0033,PRO014,validate,30,20.6,Ready
ACT0034,PRO035,automate,10,21.0,Ready
ACT0035,PRO001,monitor,32,17.1,Proposed
ACT0036,PRO035,validate,8,6.8,Ready
ACT0037,PRO016,monitor,28,10.5,Complete
ACT0038,PRO020,document,6,23.3,Ready
ACT0039,PRO001,monitor,28,4.0,Proposed
ACT0040,PRO028,escalate,27,11.0,Proposed
ACT0041,PRO024,escalate,19,11.1,Ready
ACT0042,PRO028,document,43,19.2,Ready
ACT0043,PRO013,validate,38,9.0,Proposed
ACT0044,PRO022,automate,15,4.5,Complete
ACT0045,PRO033,automate,27,4.2,In Review
ACT0046,PRO010,document,16,7.1,Complete
ACT0047,PRO011,automate,19,23.5,Proposed
ACT0048,PRO003,prioritize,14,2.9,Ready
ACT0049,PRO013,automate,21,9.2,In Review
ACT0050,PRO024,validate,20,20.7,Complete
ACT0051,PRO025,prioritize,34,23.8,In Review
ACT0052,PRO024,escalate,17,22.2,Proposed
ACT0053,PRO013,prioritize,4,7.9,Complete
ACT0054,PRO020,automate,9,17.7,Ready
ACT0055,PRO031,escalate,36,23.8,Complete
ACT0056,PRO022,prioritize,29,4.0,Complete
ACT0057,PRO032,document,7,6.6,Proposed
ACT0058,PRO023,monitor,12,15.1,Ready
ACT0059,PRO014,prioritize,22,9.9,In Review
ACT0060,PRO035,validate,5,16.2,Ready
ACT0061,PRO004,document,15,4.2,Proposed
ACT0062,PRO025,prioritize,15,5.7,Ready
ACT0063,PRO025,document,41,6.9,Proposed
ACT0064,PRO031,automate,3,21.1,Proposed
ACT0065,PRO028,validate,12,18.8,Proposed
ACT0066,PRO019,validate,20,6.9,Proposed
ACT0067,PRO012,validate,3,19.4,Complete
ACT0068,PRO021,automate,44,7.1,In Review
ACT0069,PRO020,document,33,18.1,In Review
ACT0070,PRO032,validate,27,6.5,Complete
ACT0071,PRO020,escalate,2,18.5,Proposed
ACT0072,PRO021,validate,13,8.7,Ready
ACT0073,PRO021,validate,26,4.7,In Review
ACT0074,PRO026,validate,33,14.3,Ready
ACT0075,PRO035,automate,31,17.0,Proposed
ACT0076,PRO007,escalate,33,5.4,Proposed
ACT0077,PRO015,prioritize,3,4.1,Proposed
ACT0078,PRO029,document,11,16.8,In Review
ACT0079,PRO021,monitor,33,17.3,Complete
ACT0080,PRO012,escalate,14,7.3,Complete
ACT0081,PRO002,automate,8,17.7,Complete
ACT0082,PRO016,monitor,18,10.2,Proposed
ACT0083,PRO008,escalate,28,18.6,Proposed
ACT0084,PRO010,monitor,25,20.7,Complete
ACT0085,PRO013,monitor,5,8.9,Ready
ACT0086,PRO021,automate,22,9.8,Proposed
ACT0087,PRO030,prioritize,27,9.4,Ready
ACT0088,PRO021,prioritize,40,13.0,Ready
ACT0089,PRO026,automate,16,17.4,Complete
ACT0090,PRO020,validate,14,22.6,In Review
ACT0091,PRO005,document,26,12.4,Proposed
ACT0092,PRO030,document,39,23.2,In Review
ACT0093,PRO001,escalate,31,17.5,In Review
ACT0094,PRO016,validate,17,23.4,Proposed
ACT0095,PRO024,escalate,32,8.3,Complete
ACT0096,PRO015,escalate,30,19.0,Proposed
ACT0097,PRO029,monitor,37,2.3,In Review
ACT0098,PRO001,validate,10,22.9,Ready
ACT0099,PRO013,prioritize,12,13.5,Ready
ACT0100,PRO018,validate,2,10.3,Proposed
ACT0101,PRO005,validate,16,8.4,Complete
ACT0102,PRO036,document,13,12.6,Proposed
ACT0103,PRO031,document,40,18.7,Complete
ACT0104,PRO029,document,36,9.1,Proposed
